customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01243,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,No,Electronic check,84.09,3966.51,Yes
CUST-01244,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,90.28,4518.45,No
CUST-01245,Male,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,66.2,904.24,Yes
CUST-01246,Female,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53.51,925.52,No
CUST-01247,Female,0,No,No,67,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),112.89,7296.58,No
CUST-01248,Female,0,No,No,61,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),59.74,3881.3,No
CUST-01249,Female,1,Yes,No,65,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,87.21,5900.54,Yes
CUST-01250,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),101.71,5001.43,No
CUST-01251,Male,1,No,Yes,5,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.88,176.64,No
CUST-01252,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),66.29,2021.07,No
CUST-01253,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.21,3443.5,No
CUST-01254,Female,1,No,Yes,56,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),75.01,4135.4,No
CUST-01255,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.9,156.4,Yes
CUST-01256,Female,1,No,No,34,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),20.59,758.63,No
CUST-01257,Female,1,No,Yes,61,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,84.51,5578.59,Yes
CUST-01258,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,No,Electronic check,80.14,5287.58,Yes
CUST-01259,Female,0,No,No,69,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),88.02,5582.46,Yes
CUST-01260,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),40.3,2668.39,No
CUST-01261,Male,0,No,No,44,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,51.77,2087.03,Yes
CUST-01262,Male,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),75.04,1934.94,No
CUST-01263,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),23.77,1551.6,No
CUST-01264,Male,0,No,No,13,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),38.65,521.46,No
CUST-01265,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,106.08,4455.66,No
CUST-01266,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.42,1071.49,No
CUST-01267,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),34.42,938.95,No
CUST-01268,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),90.11,5980.64,No
CUST-01269,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,106.35,6584.35,No
CUST-01270,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,115.1,7505.62,No
CUST-01271,Female,0,No,No,49,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),101.63,5331.68,No
CUST-01272,Female,0,No,No,52,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,89.23,4413.88,No
CUST-01273,Male,1,No,No,63,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,106.62,7278.49,Yes
CUST-01274,Male,0,Yes,No,13,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,68.12,963.37,No
CUST-01275,Male,0,Yes,No,45,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,47.14,2074.83,No
CUST-01276,Female,1,No,Yes,46,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),90.02,4003.16,No
CUST-01277,Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,58.68,2308.83,Yes
CUST-01278,Male,0,No,Yes,46,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.63,2549.15,Yes
CUST-01279,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,60.58,62.54,Yes
CUST-01280,Female,0,No,Yes,68,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,80.51,5482.02,Yes
CUST-01281,Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.23,1305.92,No
CUST-01282,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),113.2,3613.79,No
CUST-01283,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.43,2971.85,No
CUST-01284,Male,1,Yes,No,58,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),21.6,1171.22,No
CUST-01285,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,58.75,2147.55,No
CUST-01286,Female,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,30.98,1368.9,No
CUST-01287,Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,73.82,4842.9,No
CUST-01288,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,57.55,2282.58,Yes
CUST-01289,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),91.75,2536.43,No
CUST-01290,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),78.11,3583.1,No
CUST-01291,Male,0,No,No,30,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),36.29,1006.7,No
CUST-01292,Male,0,Yes,No,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.35,1001.55,No
CUST-01293,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,No,Electronic check,28.01,922.11,Yes
CUST-01294,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,No,Credit card (automatic),92.26,1605.31,Yes
CUST-01295,Female,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,51.22,1137.94,Yes
CUST-01296,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.03,3760.85,No
CUST-01297,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,60.79,3272.0,No
CUST-01298,Male,1,Yes,No,11,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,83.9,913.93,No
CUST-01299,Male,0,No,No,26,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22.61,585.59,Yes
CUST-01300,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.49,2458.48,No
CUST-01301,Male,1,Yes,Yes,19,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),27.68,576.56,Yes
CUST-01302,Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,22.85,252.99,Yes
CUST-01303,Male,0,Yes,No,67,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,26.17,1645.2,No
CUST-01304,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,60.13,3319.58,No
CUST-01305,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,87.4,1507.15,No
CUST-01306,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),64.3,342.91,No
CUST-01307,Female,0,No,Yes,24,No,No phone service,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),42.47,953.4,No
CUST-01308,Female,0,No,No,38,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Two year,No,Mailed check,83.12,3294.05,Yes
CUST-01309,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.21,2368.51,No
CUST-01310,Female,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),55.86,3728.71,No
CUST-01311,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,113.2,6168.88,No
CUST-01312,Female,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.94,3612.97,Yes
CUST-01313,Male,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),109.35,6977.67,No
CUST-01314,Male,0,No,No,26,No,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,33.82,847.91,Yes
CUST-01315,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.08,5032.34,No
CUST-01316,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,48.99,2226.62,No
CUST-01317,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.64,5673.22,No
CUST-01318,Female,1,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.45,587.03,No
CUST-01319,Female,0,No,No,5,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),91.64,416.43,Yes
CUST-01320,Male,0,No,Yes,72,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),49.17,3834.43,Yes
CUST-01321,Female,1,Yes,No,61,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,24.86,1647.35,No
CUST-01322,Male,0,No,Yes,21,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),93.22,1977.31,No
CUST-01323,Male,0,No,No,63,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,78.21,4744.89,No
CUST-01324,Female,1,Yes,No,20,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,104.66,1951.19,No
CUST-01325,Male,0,No,No,58,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,29.56,1632.61,Yes
CUST-01326,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),114.96,5562.65,No
CUST-01327,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,109.3,2263.39,Yes
CUST-01328,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),83.25,4876.93,Yes
CUST-01329,Female,0,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,70.55,2043.42,No
CUST-01330,Male,0,Yes,No,63,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),57.91,3503.49,No
CUST-01331,Female,0,No,Yes,44,No,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,27.44,1265.31,No
CUST-01332,Female,0,No,No,67,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),110.88,7256.77,No
CUST-01333,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.51,2046.57,Yes
CUST-01334,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,53.71,3242.59,No
CUST-01335,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,36.58,1315.76,No
CUST-01336,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.12,288.42,No
CUST-01337,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,57.25,2082.11,Yes
CUST-01338,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,87.68,4375.64,No
CUST-01339,Female,0,Yes,No,59,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),99.11,5582.73,No
CUST-01340,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,23.83,874.46,Yes
CUST-01341,Male,1,Yes,No,25,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,99.53,2547.68,No
CUST-01342,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,97.31,3447.35,Yes
CUST-01343,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.49,447.37,No
CUST-01344,Male,0,Yes,Yes,38,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,45.44,1635.23,No
CUST-01345,Male,1,No,No,58,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,26.41,1640.13,No
CUST-01346,Male,0,Yes,No,20,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.44,1221.19,Yes
CUST-01347,Male,0,No,No,17,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),114.87,1977.63,No
CUST-01348,Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),105.65,2457.4,No
CUST-01349,Female,0,No,No,26,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),105.4,2533.12,Yes
CUST-01350,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.72,1153.76,No
CUST-01351,Female,0,No,No,32,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,108.13,3300.09,No
CUST-01352,Female,1,Yes,Yes,37,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,20.01,772.52,Yes
CUST-01353,Male,0,No,No,60,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,One year,No,Bank transfer (automatic),94.24,6209.2,Yes
CUST-01354,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),47.95,2477.34,Yes
CUST-01355,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Mailed check,68.18,4190.95,No
CUST-01356,Female,0,No,Yes,67,No,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),91.38,6136.36,No
CUST-01357,Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),82.72,1680.12,Yes
CUST-01358,Male,0,Yes,No,58,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,51.5,2827.06,Yes
CUST-01359,Female,0,No,No,49,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.75,4815.24,Yes
CUST-01360,Male,0,Yes,No,49,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),83.21,4260.2,No
CUST-01361,Female,0,Yes,No,42,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.37,4076.69,Yes
CUST-01362,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),54.64,2246.63,No
CUST-01363,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),29.74,2015.93,No
CUST-01364,Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,55.19,2703.52,No
CUST-01365,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,67.45,1426.25,No
CUST-01366,Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.4,724.28,No
CUST-01367,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.17,3647.77,No
CUST-01368,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,84.14,1189.4,No
CUST-01369,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.26,173.9,Yes
CUST-01370,Female,1,No,No,18,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.5,1216.15,Yes
CUST-01371,Male,0,No,No,13,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,30.79,373.64,Yes
CUST-01372,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),32.26,598.5,Yes
CUST-01373,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.69,1303.55,No
CUST-01374,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,27.29,1590.73,Yes
CUST-01375,Male,0,Yes,Yes,16,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.21,1206.72,No
CUST-01376,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.72,2028.94,Yes
CUST-01377,Female,0,Yes,No,23,No,No phone service,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,50.64,1159.35,No
CUST-01378,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),111.5,4626.82,Yes
CUST-01379,Female,1,Yes,No,33,No,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,89.08,2736.5,Yes
CUST-01380,Female,0,Yes,No,42,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,116.9,5169.73,Yes
CUST-01381,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.68,3487.04,No
CUST-01382,Female,0,No,No,18,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.08,1061.87,Yes
CUST-01383,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,94.4,6034.35,No
CUST-01384,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.46,674.25,No
CUST-01385,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,No,Mailed check,18.08,443.87,No
CUST-01386,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.3,2179.83,No
CUST-01387,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Mailed check,38.58,2438.16,No
CUST-01388,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.91,2515.71,Yes
CUST-01389,Male,0,No,No,53,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,89.16,4502.06,No
CUST-01390,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,73.69,3599.54,No
CUST-01391,Female,0,No,No,52,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,28.32,1441.43,No
CUST-01392,Female,1,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,44.05,2744.87,Yes
CUST-01393,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),31.66,725.86,Yes
CUST-01394,Female,0,Yes,Yes,59,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,25.95,1638.13,No
CUST-01395,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,33.67,2252.86,No
CUST-01396,Female,0,No,Yes,56,No,No phone service,DSL,No,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,69.98,4106.88,Yes
CUST-01397,Male,1,Yes,No,42,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,93.58,3793.86,No
CUST-01398,Male,0,Yes,No,18,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),57.7,993.87,No
CUST-01399,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,38.08,2528.21,No
CUST-01400,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),61.03,2070.58,No
CUST-01401,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),50.99,152.32,No
CUST-01402,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,22.47,611.63,No
CUST-01403,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),110.25,100.45,No
CUST-01404,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,19.06,1239.03,Yes
CUST-01405,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),22.12,1078.23,No
CUST-01406,Female,0,No,Yes,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),48.04,1713.52,No
CUST-01407,Female,1,Yes,No,48,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),95.68,4739.04,No
CUST-01408,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,66.89,1367.54,Yes
CUST-01409,Male,0,No,No,14,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.13,938.35,No
CUST-01410,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79.71,5575.25,No
CUST-01411,Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,22.02,1530.22,Yes
CUST-01412,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,113.88,2924.0,Yes
